id,name,level,element,map,drops,hp
832,Evil Lefina (Coffee),260,Neutral,El Scaro,"Lolliodd Magic Sword, Evil Tiara, Candy Scarf, Torn Wrapping Paper, Troublesome Cookie Crumb, Ritzy Ribbon, Orichalcum Ore, Evil Lefina, Lolliodd Magic Halberd",10000000
833,Evil Lefina (Plain),170,Neutral,El Scaro,"Lolliodd Magic Sword, Torn Wrapping Paper, Troublesome Cookie Crumb, Damascus Ore, Evil Lefina, Lolliodd Magic Halberd",3000000
834,Evil Magic Sword,134,Dark,Singolare Ruins: 2nd Floor,"Crooked Blade, Evil Blade, Greatly Evil Blade, Evil Magic Sword",30
835,Evil Shadow,177,Water,Reindeer Forest,"Iced Vita Plus, Revita VI, Glacial Ice Sword, Glacial Ice Bow, Orichalcum Ore, Evil Shadow, Glacial Ice Katana",3750000
836,Evil Shadow,157,Water,Reindeer Forest,"Revita V, Iced Vita Plus, Glacial Ice Sword, Glacial Ice Bow, Orichalcum Ore, Evil Shadow, Glacial Ice Katana",2840000
837,Evil Shadow,137,Water,Reindeer Forest,"Revita IV, Iced Vita Plus, Glacial Ice Sword, Glacial Ice Bow, Orichalcum Ore, Evil Shadow, Glacial Ice Katana",1400000
838,EX Arena Entry (7th Anniv),0,Unknown,Anniversary Arena: 7th Venue,"Florizard, Neo Wandering Wheel, Mysterious Crystal",Unknown
839,EX Arena Entry (8th Anniv),0,Unknown,Anniversary Arena: 8th Venue,-,Unknown
840,EX Prize Exchange (7th Anniv),0,Neutral,Anniversary Arena: 7th Venue,"Emotion Ticket L, 7th Anniv Ribbon, 7th Anniv Beret, Golpom 7th Anniv Medal, Anniv Festive Ticket, Memorial Silk",0
841,EX Prize Exchange (8th Anniv),0,Neutral,Anniversary Arena: 8th Venue,"8th Anniv Ribbon, 8th Anniv Hat, Golpom 8th Anniv Medal, Anniv Festive Ticket, Celebration Cloth",0
842,Excavated Golem,36,Neutral,Underground Ruins: Deepest Part,"Golemet, Alto Ruin Bow, Old Metal, Golem's Fragment, Pale Gemstone, Huge Heavy Shield, Excavated Golem",15750
843,Excavated Golem,26,Neutral,Underground Ruins: Deepest Part,"Golemet, Alto Ruin Bow, Old Metal, Golem's Fragment, Pale Gemstone, Huge Heavy Shield, Excavated Golem",6300
844,Excavated Golem,6,Neutral,Underground Ruins: Deepest Part,"Golemet, Alto Ruin Bow, Old Metal, Golem's Fragment, Pale Gemstone, Huge Heavy Shield",315
845,Excavated Golem,16,Neutral,Underground Ruins: Deepest Part,"Golemet, Alto Ruin Bow, Old Metal, Golem's Fragment, Pale Gemstone, Huge Heavy Shield, Excavated Golem",3150
846,Excavated Golem,56,Neutral,Underground Ruins: Deepest Part,"Golemet, Alto Ruin Bow, Old Metal, Golem's Fragment, Pale Gemstone, Huge Heavy Shield, Excavated Golem",31500
847,Exdocus,266,Dark,Stairway to Vital Point,"Stairway Pebble, Solid Vertebra, Strange Eye, Exdocus",Unknown
848,Eyeloon,210,Fire,Freight Corridor,"Eye Balloon Fragment, Crushed Gas Canister, Blowtorch, Luster Shield",32665
849,Eyeloon,208,Fire,Freight Corridor,"Eye Balloon Fragment, Crushed Gas Canister, Blowtorch, Luster Shield",32051
850,Faithful Guardian,115,Fire,Anniversary Arena: 1st Venue,"Magiadd III, Revita III, Bronze 4th Anniv Medal",1800000
851,Faithful Guardian,85,Fire,Event,"Revita III, Regera III, Headband, Gold 2nd Anniv Medal",360000
852,Faithful Guardian,95,Fire,Anniversary Arena: 1st Venue,"Magiadd III, Revita III, Bronze 4th Anniv Medal",900000
853,Faithful Guardian,75,Fire,Event,"Revita III, Regera III, Headband, Gold 2nd Anniv Medal",180000
854,Faithful Guardian,85,Fire,Anniversary Arena: 1st Venue,"Magiadd III, Revita III, Bronze 4th Anniv Medal",360000
855,Faithful Guardian,115,Fire,Anniversary Arena: 1st Venue,"Magiadd III, Revita III, Gold 3rd Anniv Medal",1800000
856,Faithful Guardian,75,Fire,Event,"Revita III, Adventurer's Garb, Gold 1st Anniv Medal",Unknown
857,Faithful Guardian,95,Fire,Anniversary Arena: 1st Venue,"Magiadd III, Revita III, Gold 3rd Anniv Medal",900000
858,Faithful Guardian,75,Fire,Anniversary Arena: 1st Venue,"Magiadd III, Revita III, Bronze 4th Anniv Medal",180000
859,Faithful Guardian,85,Fire,Anniversary Arena: 1st Venue,"Magiadd III, Revita III, Gold 3rd Anniv Medal",360000
860,Faithful Guardian,115,Fire,Event,"Revita III, Regera III, Headband, Gold 2nd Anniv Medal",1800000
861,Faithful Guardian,75,Fire,Anniversary Arena: 1st Venue,"Magiadd III, Revita III, Gold 3rd Anniv Medal",180000
862,Faithful Guardian,95,Fire,Event,"Revita III, Regera III, Headband, Gold 2nd Anniv Medal",900000
863,Falburrows,215,Dark,Saltau's Beach (Night),"Emotion Ticket U, Ocean Phantom Sword, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Falburrows Feelers, Orichalcum Ore, Falburrows",7480000
864,Falburrows,205,Dark,Saltau's Beach (Night),"Emotion Ticket U, Ocean Phantom Sword, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Falburrows Feelers, Orichalcum Ore",748000
865,Falburrows,255,Dark,Saltau's Beach (Night),"Emotion Ticket U, Ocean Phantom Sword, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Falburrows Feelers, Orichalcum Ore, Falburrows",74800000
866,Falburrows,235,Dark,Saltau's Beach (Night),"Emotion Ticket U, Ocean Phantom Sword, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Falburrows Feelers, Orichalcum Ore, Falburrows",37400000
867,Falburrows,225,Dark,Saltau's Beach (Night),"Emotion Ticket U, Ocean Phantom Sword, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Falburrows Feelers, Orichalcum Ore, Falburrows",14960000
868,Falburrows (High Difficulty),265,Dark,Saltau's Beach (Night),"Sea Ghost Wooden Box, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Orichalcum Ore, Falburrows",27200000
869,Falburrows (High Difficulty),255,Dark,Saltau's Beach (Night),"Sea Ghost Wooden Box, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Orichalcum Ore, Falburrows",13600000
870,Falburrows (High Difficulty),245,Dark,Saltau's Beach (Night),"Sea Ghost Wooden Box, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Orichalcum Ore",1360000
871,Falburrows (High Difficulty),295,Dark,Saltau's Beach (Night),"Sea Ghost Wooden Box, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Orichalcum Ore, Falburrows",136000000
872,Falburrows (High Difficulty),275,Dark,Saltau's Beach (Night),"Sea Ghost Wooden Box, Sea Ghost Tentacle, Sea Ghost Bone Fragment, Orichalcum Ore, Falburrows",68000000
873,False God,75,Earth,Event,"Revita III, Regera III, Magiadd III, Vita Plus III, Forehead Protector, Gold 1st Anniv Medal",Unknown
874,False God,85,Light,Anniversary Arena: 1st Venue,"Vita Plus III, Revita III, Gold 3rd Anniv Medal",360000
875,False God,115,Earth,Event,"Magiadd III, Revita III, Gold 2nd Anniv Medal",1800000
876,False God,75,Light,Anniversary Arena: 1st Venue,"Vita Plus III, Revita III, Gold 3rd Anniv Medal",180000
877,False God,95,Earth,Event,"Magiadd III, Revita III, Gold 2nd Anniv Medal",900000
878,False God,115,Light,Anniversary Arena: 1st Venue,"Vita Plus III, Revita III, Bronze 4th Anniv Medal",1800000
879,False God,85,Earth,Event,"Magiadd III, Revita III, Gold 2nd Anniv Medal",360000
880,False God,95,Light,Anniversary Arena: 1st Venue,"Vita Plus III, Revita III, Bronze 4th Anniv Medal",900000
881,False God,75,Earth,Event,"Magiadd III, Revita III, Gold 2nd Anniv Medal",180000
882,False God,85,Light,Anniversary Arena: 1st Venue,"Vita Plus III, Revita III, Bronze 4th Anniv Medal",360000
883,False God,115,Light,Anniversary Arena: 1st Venue,"Vita Plus III, Revita III, Gold 3rd Anniv Medal",1800000
884,False God,75,Light,Anniversary Arena: 1st Venue,"Vita Plus III, Revita III, Bronze 4th Anniv Medal",180000
885,False God,95,Light,Anniversary Arena: 1st Venue,"Vita Plus III, Revita III, Gold 3rd Anniv Medal",900000
886,Famarin,241,Water,Espuma Dome: Area 3,"Circular Plate, Thin Snout, Coral Rock, Seahorse Bangle",Unknown
887,Famarin,240,Water,Espuma Dome: Area 2,"Circular Plate, Thin Snout, Coral Rock, Seahorse Bangle",Unknown
888,Famarin,239,Water,Espuma Dome: Area 1,"Circular Plate, Thin Snout, Coral Rock, Seahorse Bangle",Unknown
889,Fanadon,171,Neutral,Curonne Forest: North Area 2,"Lizard Dango, Split Mask, Lizard Spirit Stone, Fanadon",Unknown
890,Fanalizard,120,Neutral,Curonne Forest: East,"Lizard Liquor, Red and White Shide, Broken Cane, INT+5",6000
891,Fanalizard,134,Neutral,Curonne Forest: North Area 2,"Lizard Dango, Red and White Shide, Split Mask, Fleur Rod",19000
892,Fanalizard,132,Neutral,Curonne Forest: North Area 1,"Lizard Dango, Split Mask, Red and White Shide, Fleur Rod",18000
893,Fanalizard,123,Neutral,Curonne Forest: East,"Lizard Liquor, Red and White Shide, Broken Cane, INT+5",6000
894,Fangs,236,Unknown,Path to the Deep Sea,"Huge Fang, Fierce Fish Head, Thick Cut Sashimi, Scary Face Talisman",0
895,Fantica,284,Water,Espuma Dome: Area 2,"Coral Rock, Seahorse Herbal Medicine, Circular Plate, Fantica",14777385
896,Farfalla,81,Wind,Hanami Event Venue (Chapter 3 Easy),"Flower Nectar, Revita V, Anti-Degradation, Damascus Ore, Mithril Ore",Unknown
897,Farfalla,82,Wind,Hanami Event Venue (Chapter 3 Easy),"Flower Nectar, Revita V, Anti-Degradation, Damascus Ore, Mithril Ore",Unknown
898,Farfara,40,Dark,Darkanon Plain,"Flower Nectar, Butterfly Ribbon, Butterfly Wing, Blue Butterfly Wing",800
899,Farfara,13,Dark,Ruined Temple Town,"Flower Nectar, Butterfly Wing, Butterfly Scale, Magic Feather",165
900,Felicitoad,140,Water,Sofya City: Government Office,"Golden Barrel, Gold Ingot, Golden Rod, Felicitoad",660000
901,Felicitoad,190,Water,Sofya City: Government Office,"Golden Barrel, Gold Ingot, Golden Rod, Felicitoad",66000000
902,Felicitoad,170,Water,Sofya City: Government Office,"Golden Barrel, Gold Ingot, Golden Rod, Felicitoad",33000000
903,Felicitoad,160,Water,Sofya City: Government Office,"Golden Barrel, Gold Ingot, Golden Rod, Felicitoad",13200000
904,Felicitoad,150,Water,Sofya City: Government Office,"Golden Barrel, Gold Ingot, Golden Rod, Felicitoad",66000000
905,Felien (Megiston 2018),170,Wind,Event,"Clarity Rose, Proto Clarity Rose, Dress of Wish, Felien",1800000
906,Felios,201,Water,Saltau's Beach (Night),"Wandering Soul, Summer Day Memory, Beach Sand, Sun-Protective Robe",Unknown
907,Ferzen the Rock Dragon,201,Earth,Guardian Forest: Giant Tree,"Rock Dragon Pebble, Blue Rock, Rock Dragon Armor Skin, Terrestrial Tears, Mithril Ore",317100
908,Ferzen the Rock Dragon,251,Earth,Guardian Forest: Giant Tree,"Rock Dragon Bracers, Rock Dragon Pebble, Blue Rock, Rock Dragon Armor Skin, Terrestrial Tears, Mithril Ore, Rock Dragon Heavy Shield, Ferzen the Rock Dragon",31710000
909,Ferzen the Rock Dragon,231,Earth,Guardian Forest: Giant Tree,"Rock Dragon Bracers, Rock Dragon Pebble, Blue Rock, Rock Dragon Armor Skin, Terrestrial Tears, Mithril Ore, Rock Dragon Heavy Shield, Ferzen the Rock Dragon",15855000
910,Ferzen the Rock Dragon,221,Earth,Guardian Forest: Giant Tree,"Rock Dragon Bracers, Rock Dragon Pebble, Blue Rock, Rock Dragon Armor Skin, Terrestrial Tears, Mithril Ore, Rock Dragon Heavy Shield, Ferzen the Rock Dragon",6342000
911,Ferzen the Rock Dragon,211,Earth,Guardian Forest: Giant Tree,"Rock Dragon Bracers, Rock Dragon Pebble, Blue Rock, Rock Dragon Armor Skin, Terrestrial Tears, Mithril Ore, Rock Dragon Heavy Shield, Ferzen the Rock Dragon",3171000
912,Festival Golem A,35,Fire,Anniversary Arena: 1st Venue,"Revita I, Regera I, Golemet, Headband, Adventurer's Garb, Bronze 4th Anniv Medal",24000
913,Festival Golem A,65,Fire,Anniversary Arena: 1st Venue,"Revita I, Regera I, Headband, Golemet, Adventurer's Garb, Bronze 3rd Anniv Medal",120000
914,Festival Golem A,25,Fire,Anniversary Arena: 1st Venue,"Revita I, Regera I, Golemet, Headband, Adventurer's Garb, Bronze 4th Anniv Medal",12000
915,Festival Golem A,45,Fire,Anniversary Arena: 1st Venue,"Revita I, Regera I, Headband, Golemet, Adventurer's Garb, Bronze 3rd Anniv Medal",60000
916,Festival Golem A,35,Fire,Anniversary Arena: 1st Venue,"Revita I, Regera I, Headband, Golemet, Adventurer's Garb, Bronze 3rd Anniv Medal",24000
917,Festival Golem A,25,Fire,Anniversary Arena: 1st Venue,"Revita I, Regera I, Headband, Golemet, Adventurer's Garb, Bronze 3rd Anniv Medal",12000
918,Festival Golem A,65,Fire,Anniversary Arena: 1st Venue,"Revita I, Regera I, Golemet, Headband, Adventurer's Garb, Bronze 4th Anniv Medal",120000
919,Festival Golem A,45,Fire,Anniversary Arena: 1st Venue,"Revita I, Regera I, Golemet, Headband, Adventurer's Garb, Bronze 4th Anniv Medal",60000
920,Festival Golem B,25,Water,Anniversary Arena: 1st Venue,"Revita I, Magiadd I, Ribbon, Bronze 4th Anniv Medal",12000
921,Festival Golem B,45,Water,Anniversary Arena: 1st Venue,"Revita I, Magiadd I, Ribbon, Bronze 3rd Anniv Medal",60000
922,Festival Golem B,35,Water,Anniversary Arena: 1st Venue,"Revita I, Magiadd I, Ribbon, Bronze 3rd Anniv Medal",24000
923,Festival Golem B,25,Water,Anniversary Arena: 1st Venue,"Revita I, Magiadd I, Ribbon, Bronze 3rd Anniv Medal",12000
924,Festival Golem B,65,Water,Anniversary Arena: 1st Venue,"Revita I, Magiadd I, Ribbon, Bronze 4th Anniv Medal",120000
925,Festival Golem B,45,Water,Anniversary Arena: 1st Venue,"Revita I, Magiadd I, Ribbon, Bronze 4th Anniv Medal",60000
926,Festival Golem B,35,Water,Anniversary Arena: 1st Venue,"Revita I, Magiadd I, Ribbon, Bronze 4th Anniv Medal",24000
927,Festival Golem B,65,Water,Anniversary Arena: 1st Venue,"Revita I, Magiadd I, Ribbon, Bronze 3rd Anniv Medal",120000
928,Festival Golem C,25,Wind,Anniversary Arena: 1st Venue,"Vita Plus I, Revita I, Ribbon, Forehead Protector, Bronze 3rd Anniv Medal",12000
929,Festival Golem C,65,Wind,Anniversary Arena: 1st Venue,"Vita Plus I, Revita I, Forehead Protector, Ribbon, Bronze 4th Anniv Medal",120000
930,Festival Golem C,45,Wind,Anniversary Arena: 1st Venue,"Vita Plus I, Revita I, Forehead Protector, Ribbon, Bronze 4th Anniv Medal",60000
931,Festival Golem C,35,Wind,Anniversary Arena: 1st Venue,"Vita Plus I, Revita I, Forehead Protector, Ribbon, Bronze 4th Anniv Medal",24000
932,Festival Golem C,65,Wind,Anniversary Arena: 1st Venue,"Vita Plus I, Revita I, Ribbon, Forehead Protector, Bronze 3rd Anniv Medal",120000
933,Festival Golem C,25,Wind,Anniversary Arena: 1st Venue,"Vita Plus I, Revita I, Forehead Protector, Ribbon, Bronze 4th Anniv Medal",12000
934,Festival Golem C,45,Wind,Anniversary Arena: 1st Venue,"Vita Plus I, Revita I, Ribbon, Forehead Protector, Bronze 3rd Anniv Medal",60000
935,Festival Golem C,35,Wind,Anniversary Arena: 1st Venue,"Vita Plus I, Revita I, Ribbon, Forehead Protector, Bronze 3rd Anniv Medal",24000
936,Festival Golem Type A,25,Fire,Event,"Regera I, Vita Plus I, Magiadd I, Revita I, Bronze 2nd Anniv Medal",12000
937,Festival Golem Type A,25,Fire,Event,"Regera I, Magiadd I, Revita I, Vita Plus I, Adventurer's Garb, Copper 1st Anniv Medal",Unknown
938,Festival Golem Type A,65,Fire,Event,"Regera I, Vita Plus I, Magiadd I, Revita I, Bronze 2nd Anniv Medal",120000
939,Festival Golem Type A,45,Fire,Event,"Regera I, Vita Plus I, Magiadd I, Revita I, Bronze 2nd Anniv Medal",60000
940,Festival Golem Type A,35,Fire,Event,"Regera I, Vita Plus I, Magiadd I, Revita I, Bronze 2nd Anniv Medal",24000
941,Festival Golem Type B,25,Water,Event,"Revita I, Forehead Protector, Copper 1st Anniv Medal",Unknown
942,Festival Golem Type B,65,Water,Event,"Regera I, Magiadd I, Revita I, Vita Plus I, Adventurer's Garb, Bronze 2nd Anniv Medal",120000
943,Festival Golem Type B,45,Water,Event,"Regera I, Magiadd I, Revita I, Vita Plus I, Adventurer's Garb, Bronze 2nd Anniv Medal",60000
944,Festival Golem Type B,35,Water,Event,"Regera I, Magiadd I, Revita I, Vita Plus I, Adventurer's Garb, Bronze 2nd Anniv Medal",24000
945,Festival Golem Type B,25,Water,Event,"Regera I, Magiadd I, Revita I, Vita Plus I, Adventurer's Garb, Bronze 2nd Anniv Medal",12000
946,Festival Golem Type C,65,Wind,Event,"Regera I, Vita Plus I, Magiadd I, Revita I, Ribbon, Forehead Protector, Bronze 2nd Anniv Medal",120000
947,Festival Golem Type C,45,Wind,Event,"Regera I, Vita Plus I, Magiadd I, Revita I, Ribbon, Forehead Protector, Bronze 2nd Anniv Medal",60000
948,Festival Golem Type C,35,Wind,Event,"Regera I, Vita Plus I, Magiadd I, Revita I, Ribbon, Forehead Protector, Bronze 2nd Anniv Medal",24000
949,Festival Golem Type C,25,Wind,Event,"Regera I, Vita Plus I, Magiadd I, Revita I, Ribbon, Forehead Protector, Bronze 2nd Anniv Medal",12000
950,Festival Golem Type C,25,Wind,Event,"Ribbon, Copper 1st Anniv Medal",Unknown
951,Fighter Mochelo,60,Wind,Anniversary Arena: 1st Venue,"Regera II, Revita II, Mochelo Hat, Bronze 4th Anniv Medal",120000
952,Fighter Mochelo,70,Wind,Anniversary Arena: 1st Venue,"Regera II, Revita II, Mochelo Hat, Silver 3rd Anniv Medal",300000
953,Fighter Mochelo,50,Wind,Anniversary Arena: 1st Venue,"Regera II, Revita II, Mochelo Hat, Bronze 4th Anniv Medal",60000
954,Fighter Mochelo,60,Wind,Anniversary Arena: 1st Venue,"Regera II, Revita II, Mochelo Hat, Silver 3rd Anniv Medal",120000
955,Fighter Mochelo,90,Wind,Event,"Revita II, Vita Plus II, Mochelo Hat, Silver 2nd Anniv Medal",600000
956,Fighter Mochelo,50,Wind,Anniversary Arena: 1st Venue,"Regera II, Revita II, Mochelo Hat, Silver 3rd Anniv Medal",60000
957,Fighter Mochelo,70,Wind,Event,"Revita II, Vita Plus II, Mochelo Hat, Silver 2nd Anniv Medal",300000
958,Fighter Mochelo,50,Wind,Event,"Magiadd II, Revita II, Regera II, Vita Plus II, Mochelo Hat, Silver 1st Anniv Medal",Unknown
959,Fighter Mochelo,60,Wind,Event,"Revita II, Vita Plus II, Mochelo Hat, Silver 2nd Anniv Medal",120000
960,Fighter Mochelo,90,Wind,Anniversary Arena: 1st Venue,"Regera II, Revita II, Mochelo Hat, Bronze 4th Anniv Medal",600000
961,Fighter Mochelo,50,Wind,Event,"Revita II, Vita Plus II, Mochelo Hat, Silver 2nd Anniv Medal",60000
962,Fighter Mochelo,70,Wind,Anniversary Arena: 1st Venue,"Regera II, Revita II, Mochelo Hat, Bronze 4th Anniv Medal",300000
963,Fighter Mochelo,90,Wind,Anniversary Arena: 1st Venue,"Regera II, Revita II, Mochelo Hat, Silver 3rd Anniv Medal",600000
964,Filrocas,241,Fire,Royal Dragon Cocoon Chamber,"Filrocas Sword, Filrocas Arms, Strange Rubber Fiber, Filrocas' Blue Eye, Filrocas Core, Strange Crystal Fang, Filrocas",5760000
965,Filrocas,231,Fire,Royal Dragon Cocoon Chamber,"Filrocas Sword, Filrocas Arms, Strange Crystal Fang, Filrocas Core, Strange Rubber Fiber, Filrocas' Blue Eye",576000
966,Filrocas,281,Fire,Royal Dragon Cocoon Chamber,"Filrocas Sword, Filrocas Arms, Strange Crystal Fang, Strange Rubber Fiber, Filrocas' Blue Eye, Filrocas Core, Filrocas",57600000
967,Filrocas,261,Fire,Royal Dragon Cocoon Chamber,"Filrocas Sword, Filrocas Arms, Strange Crystal Fang, Strange Rubber Fiber, Filrocas' Blue Eye, Filrocas Core, Filrocas",28800000
968,Filrocas,251,Fire,Royal Dragon Cocoon Chamber,"Filrocas Sword, Filrocas Arms, Strange Crystal Fang, Strange Rubber Fiber, Filrocas' Blue Eye, Filrocas Core, Filrocas",11520000
969,Fimera,60,Wind,Dunkel Valley,"Flower Nectar (Bouquet), El Scaro, Thin Insect Wing, Insect Antenna",Unknown
970,Fin Frog,47,Water,Haotas Ravine,"Jagged Fang, Frog Webbed Foot, Damascus Ore, Rock Staff",Unknown
971,Finpen,69,Water,Navida City: Crossroad (60-80),"Flamberge, Edged Bowgun, Snow Crystal, Big Fin, Soft Fin",Unknown
972,Finpen,93,Water,Navida City: East (80-100),"Ilwoon, Grand Horn Bow, Yellow Beak, Soft Fin, Clean Water",Unknown
973,Finpen,93,Water,Navida City: West (80-100),"Ilwoon, Grand Horn Bow, Yellow Beak, Soft Fin, Clean Water",Unknown
974,Finpen,72,Water,Navida City: East (60-80),"Flamberge, Edged Bowgun, Snow Crystal, Big Fin, Soft Fin",Unknown
975,Finpen,90,Water,Navida City: Crossroad (80-100),"Ilwoon, Grand Horn Bow, Yellow Beak, Soft Fin, Clean Water",Unknown
976,Finpen,83,Water,Spring of Rebirth: Middle,"Fin Knife, Yellow Beak, Soft Fin, Clean Water",14000
977,Finpen,85,Water,Spring of Rebirth: Upper,"Fin Knife, Yellow Beak, Soft Fin, Clean Water",14500
978,Finpen,72,Water,Navida City: West (60-80),"Flamberge, Edged Bowgun, Snow Crystal, Big Fin, Soft Fin",Unknown
979,Finpen,83,Water,Spring of Rebirth: Lower,"Fin Knife, Yellow Beak, Soft Fin, Clean Water",14000
980,Finstern the Dark Dragon,166,Dark,Dark Dragon Shrine: Near the Top,"Suspicious Old Box, Dark Dragon Fang Sword, Finstern Claw, Dark Gemstone, Finstern Fang, Finstern Horns, Dragon Claw Katana, Finstern the Dark Dragon",2400000
981,Finstern the Dark Dragon,156,Dark,Dark Dragon Shrine: Near the Top,"Suspicious Old Box, Dark Dragon Fang Sword, Finstern Claw, Finstern Fang, Finstern Horns, Dark Gemstone, Dragon Claw Katana",240000
982,Finstern the Dark Dragon,206,Dark,Dark Dragon Shrine: Near the Top,"Suspicious Old Box, Dark Dragon Fang Sword, Finstern Claw, Dark Gemstone, Finstern Fang, Finstern Horns, Dragon Claw Katana, Finstern the Dark Dragon",24000000
983,Finstern the Dark Dragon,186,Dark,Dark Dragon Shrine: Near the Top,"Suspicious Old Box, Dark Dragon Fang Sword, Finstern Claw, Dark Gemstone, Finstern Fang, Finstern Horns, Dragon Claw Katana, Finstern the Dark Dragon",12000000
